Genre,Description
Musique chrétienne contemporaine,La musique chrétienne contemporaine  est un genre de musique chrétienne moderne interprétée par des artistes et des groupes chrétiens qui se concentrent sur des sujets liés à la foi chrétienne.
Musique classique,"La musique classique désigne, pour le grand public, l'ensemble de la musique occidentale appelée « savante » par distinction avec la musique populaire, à partir de la musique médiévale et jusqu'à nos jours."
Musique concrète,"La musique concrète — en tant qu'art acousmatique — est un genre musical permis par les techniques électroacoustiques : de l'enregistrement microphonique à l'invention, littéralement, de sons  jusqu'à leur écoute, de la sorte agencés et composés, rendue possible par l'intermédiaire de haut-parleurs."
Musique cubaine,"La musique cubaine est issue d'un métissage culturel entre des musiques autochtones, et d'autres venues d'Europe, d'Afrique, d'Asie et du continent américain. Toute classification que l'on entend faire de la musique cubaine dépendra plutôt du degré de métissage culturel entre les influences espagnoles et africaines qu'on y découvre, car en réalité c'est le résultat créatif riche et complexe de ces deux sources, auquel il s'est ajoutée historiquement l'influence des cultures et des courants musicaux les plus divers."
Musique de jeu vidéo,"La musique de jeu vidéo est la musique utilisée pour un jeu vidéo. Son histoire, qui remonte aux années 1970, est notamment marquée par un accroissement continu de la qualité sonore des jeux vidéo, grâce aux progrès techniques et surtout à l'augmentation de la mémoire disponible. Auparavant limitées à des sonorités minimalistes, ces musiques peuvent aujourd'hui être enregistrées par un véritable orchestre, même si les compositeurs continuent à avoir recours à des synthétiseurs pour leurs travaux ."
Musique de variétés,"La musique de variétés rassemble de nombreux genres musicaux consacrés au divertissement, qui vont de la musique vocale aux musiques de danse. Destinée à un large public et gérée par l'industrie musicale qui en fait son fonds de commerce, la musique de variétés est souvent opposée à la musique classique, dite « savante », comme à des genres musicaux qui s'en éloignent avec affirmation."
Musiques du monde,"L’expression musiques du monde  est un terme générique qui couvre les musiques qui ne font pas partie des principaux courants occidentaux contemporains que sont la pop, le rock, la musique classique, le jazz, le rap et la musique électronique, et qui contiennent des composantes ethniques ou traditionnelles. Par exemple, la musique bretonne et la musique basque sont des musiques traditionnelles des régions françaises."
Musique électroacoustique,"La musique électroacoustique est le terme définissant les musiques non exclusivement instrumentales, dont des éléments sonores sont enregistrés et reproduits par ordinateurs ou bande magnétique. Elle puise ainsi son origine à la fois dans la musique concrète conceptualisée en France par Pierre Schaeffer en 1948 et dans la musique électronique développée au début des années 1950 à Cologne. Elle regroupe des courants aussi divers que la musique acousmatique, la musique mixte, ou le paysage sonore. Tout en étant souvent considérée comme un sous ensemble de la musique électronique, sa définition et ses caractéristiques restent sujettes à de nombreux débats puisqu'elle ne prend pas en compte l'aspect stylistique de la musique, mais plutôt les techniques de studio permettant de la créer."
Musique électronique,"La musique électronique est un type de musique conçu dans les années 1950 avec des générateurs de signaux et de sons synthétiques. Avant de pouvoir être utilisée en temps réel, elle a été enregistrée sur bande magnétique, ce qui permettait aux compositeurs de manier aisément les sons, par exemple dans l'utilisation de boucles répétitives superposées. Ses précurseurs ont pu bénéficier de studios spécialement équipés ou faisaient partie d'institutions musicales préexistantes. La musique pour bande de Pierre Schaeffer, également appelée musique concrète, se distingue de ce type de musique dans la mesure où sa conception n'est pas basée sur l'utilisation d'un matériau précis mais l'inversion de la démarche de composition qui part des sons et non de la structure. La particularité de la musique électronique de l'époque est de n'utiliser que des sons générés par des appareils électroniques."
Musique émergente,"La musique émergente est un terme québécois pour désigner la musique de la relève, de quelque genre que ce soit. Le plus souvent il s'agit toutefois de musique populaire, comme le rock, ou de musiques plus expérimentales comme certains styles de musique électronique."
Musique expérimentale,"La musique expérimentale regroupe des musiques qui se caractérisent par l'exploration de nouveaux moyens techniques et artistiques souvent en dehors des conventions et des normes admises dans les musiques traditionnelles occidentales. Mais le terme est cependant sujet à confusion car selon le sens, large ou restreint, prêté, il ne désigne pas les mêmes catégories de musiques."
Musique gothique,"La musique gothique regroupe un ensemble de plusieurs genres musicaux ayant, pour une majeure partie, émergé vers la fin des années 1970 et le début des années 1980. Ces genres ou styles musicaux sont liés ou associés au mouvement gothique. Ils incluent : cold wave, dark wave, death rock, horror punk, new wave, post-punk, punk rock, rock gothique, et witch house. Beaucoup de groupes gothiques mélangent plusieurs de ces genres ou vont incorporer de la minimal synthwave ou du minimal EBM."
Musique industrielle,"La musique industrielle est un style de musique électronique aux thèmes transgressifs et provocateurs. Le terme apparaît au milieu des années 1970, à la suite de la fondation du label Industrial Records par le groupe Throbbing Gristle, et l'apparition du slogan « musique industrielle pour peuple industriel. ». AllMusic définit la musique industrielle comme « une fusion abrasive et agressive de rock et de musique électronique » ; « initialement un mélange d'expérimentation électronique d'avant-garde  et d'un style provocateur similaire au punk. »"
Musique instrumentale,"La musique instrumentale caractérise toute musique exclusivement destinée à des instruments. Ce concept s'oppose donc à celui de musique vocale, ceci à cause du traitement particulier habituellement réservé à la voix."
Musique irlandaise,"La musique irlandaise s'est développée sur toute l'île d'Irlande depuis l'Antiquité, parfois influencée par le contexte politique ou religieux de l'époque. À la suite de l'émigration massive des Irlandais au XIXe siècle, elle s'est répandue aux États-Unis notamment, mais aussi sur l'ensemble du Royaume-Uni. Elle a été incluse dans d’autres styles et de nombreux reels et jigs irlandais ont été repris, entre autres par le bluegrass et la musique traditionnelle canadienne, y compris au Québec."
Musique latine,"La musique latine  ne désigne pas un genre musical sui generis, mais plutôt un style de musique qui englobe différents rythmes et musiques d'Amérique latine."
Musique LGBT,On appelle musique LGBT  la musique focalisée sur les questions LGBT interprétée par des artistes LGBT.
Musique minimaliste,"La musique minimaliste est un courant de musique contemporaine apparu dans les années 1960 aux États-Unis, qui représente une part importante de la musique classique de ce pays. En France, le courant est fréquemment appelé musique répétitive, et désigne plus spécifiquement l'ensemble des œuvres utilisant la répétition comme technique de composition. Les principaux compositeurs de musique minimaliste sont La Monte Young, Terry Riley, Steve Reich, Philip Glass, et John Adams. L'œuvre considérée comme fondatrice du minimalisme est In C de Terry Riley, composée en 1964. La musique minimaliste est parfois désignée sous l'étiquette plus large de musique postmoderne."
Musique mixte,"La musique mixte est un courant musical écrit mais nécessitant pour sa représentation des interprètes  et des sons fixés  diffusés sur des haut-parleurs. Le matériau de l'œuvre consiste donc en une partition et un support audio,."
Musique post-industrielle,"La musique post-industrielle définit une variante de genres musicaux connexes ayant émergé au début des années 1980, caractérisés par un mélange de divers éléments sonores à la musique industrielle. Le terme d'« industrielle » est pour la première fois utilisé au milieu des années 1970 par les musiciens du label Industrial Records. Dès lors, un nombre de labels et de musiciens sont décrits sous le terme « indus ». La scène se répand à l'international, et est particulièrement bien représentée en Amérique du Nord, en Europe, et au Japon. Le sous-genre post-industriel le plus à succès est le metal industriel."
